decade,x_center,y_center,attempts,makes,points,fg_pct,pps
1990s,170,370,9,1,3,0.1111,0.3333
1990s,190,370,11,1,3,0.0909,0.2727
1990s,210,370,9,2,6,0.2222,0.6667
1990s,230,370,0,0,0,,
1990s,250,370,0,0,0,,
1990s,-250,390,0,0,0,,
1990s,-230,390,5,0,0,0.0000,0.0000
1990s,-210,390,17,0,0,0.0000,0.0000
1990s,-190,390,18,1,3,0.0556,0.1667
1990s,-170,390,15,0,0,0.0000,0.0000
1990s,-150,390,10,1,3,0.1000,0.3000
1990s,-130,390,9,1,3,0.1111,0.3333
1990s,-110,390,14,0,0,0.0000,0.0000
1990s,-90,390,10,0,0,0.0000,0.0000
1990s,-70,390,5,0,0,0.0000,0.0000
1990s,-50,390,6,0,0,0.0000,0.0000
1990s,-30,390,4,0,0,0.0000,0.0000
1990s,-10,390,17,1,3,0.0588,0.1765
1990s,10,390,32,1,3,0.0312,0.0938
1990s,30,390,8,1,3,0.1250,0.3750
1990s,50,390,10,0,0,0.0000,0.0000
1990s,70,390,16,1,3,0.0625,0.1875
1990s,90,390,13,1,3,0.0769,0.2308
1990s,110,390,17,2,6,0.1176,0.3529
1990s,130,390,18,0,0,0.0000,0.0000
1990s,150,390,12,1,3,0.0833,0.2500
1990s,170,390,17,1,3,0.0588,0.1765
1990s,190,390,17,2,6,0.1176,0.3529
1990s,210,390,10,2,6,0.2000,0.6000
1990s,230,390,2,0,0,0.0000,0.0000
1990s,250,390,0,0,0,,
1990s,-250,410,0,0,0,,
1990s,-230,410,3,0,0,0.0000,0.0000
1990s,-210,410,11,0,0,0.0000,0.0000
1990s,-190,410,3,0,0,0.0000,0.0000
1990s,-170,410,3,0,0,0.0000,0.0000
1990s,-150,410,5,0,0,0.0000,0.0000
1990s,-130,410,6,0,0,0.0000,0.0000
1990s,-110,410,5,0,0,0.0000,0.0000
1990s,-90,410,5,0,0,0.0000,0.0000
1990s,-70,410,4,0,0,0.0000,0.0000
1990s,-50,410,2,0,0,0.0000,0.0000
1990s,-30,410,3,0,0,0.0000,0.0000
1990s,-10,410,28,0,0,0.0000,0.0000
1990s,10,410,31,0,0,0.0000,0.0000
1990s,30,410,12,0,0,0.0000,0.0000
1990s,50,410,7,0,0,0.0000,0.0000
1990s,70,410,10,0,0,0.0000,0.0000
1990s,90,410,6,0,0,0.0000,0.0000
1990s,110,410,13,1,3,0.0769,0.2308
1990s,130,410,7,0,0,0.0000,0.0000
1990s,150,410,10,0,0,0.0000,0.0000
1990s,170,410,7,0,0,0.0000,0.0000
1990s,190,410,17,1,3,0.0588,0.1765
1990s,210,410,10,1,3,0.1000,0.3000
1990s,230,410,2,0,0,0.0000,0.0000
1990s,250,410,0,0,0,,
2000s,-250,-50,1,0,0,0.0000,0.0000
2000s,-230,-50,34,8,24,0.2353,0.7059
2000s,-210,-50,4,2,4,0.5000,1.0000
2000s,-190,-50,39,22,44,0.5641,1.1282
2000s,-170,-50,42,24,48,0.5714,1.1429
2000s,-150,-50,35,21,42,0.6000,1.2000
2000s,-130,-50,33,19,38,0.5758,1.1515
2000s,-110,-50,16,12,24,0.7500,1.5000
2000s,-90,-50,11,7,14,0.6364,1.2727
2000s,-70,-50,7,2,4,0.2857,0.5714
2000s,-50,-50,2,0,0,0.0000,0.0000
2000s,-30,-50,5,0,0,0.0000,0.0000
2000s,-10,-50,4,0,0,0.0000,0.0000
2000s,10,-50,6,1,2,0.1667,0.3333
2000s,30,-50,5,0,0,0.0000,0.0000
2000s,50,-50,1,0,0,0.0000,0.0000
2000s,70,-50,2,0,0,0.0000,0.0000
2000s,90,-50,7,1,2,0.1429,0.2857
2000s,110,-50,9,5,10,0.5556,1.1111
2000s,130,-50,29,20,40,0.6897,1.3793
2000s,150,-50,41,27,54,0.6585,1.3171
2000s,170,-50,53,27,54,0.5094,1.0189
2000s,190,-50,42,21,42,0.5000,1.0000
2000s,210,-50,11,7,14,0.6364,1.2727
2000s,230,-50,41,15,45,0.3659,1.0976
2000s,250,-50,11,4,12,0.3636,1.0909
2000s,-250,-30,340,111,333,0.3265,0.9794
2000s,-230,-30,2928,1077,3231,0.3678,1.1035
2000s,-210,-30,637,306,623,0.4804,0.9780
2000s,-190,-30,1903,756,1512,0.3973,0.7945
2000s,-170,-30,1841,745,1490,0.4047,0.8093
2000s,-150,-30,1289,576,1152,0.4469,0.8937
2000s,-130,-30,962,482,964,0.5010,1.0021
2000s,-110,-30,691,302,604,0.4370,0.8741
2000s,-90,-30,406,190,380,0.4680,0.9360
2000s,-70,-30,202,84,168,0.4158,0.8317
2000s,-50,-30,64,18,36,0.2812,0.5625
2000s,-30,-30,32,5,10,0.1562,0.3125
2000s,-10,-30,67,50,100,0.7463,1.4925
2000s,10,-30,134,100,200,0.7463,1.4925
2000s,30,-30,26,5,10,0.1923,0.3846
2000s,50,-30,36,5,10,0.1389,0.2778
2000s,70,-30,108,50,100,0.4630,0.9259
2000s,90,-30,219,86,172,0.3927,0.7854
2000s,110,-30,411,179,358,0.4355,0.8710
2000s,130,-30,741,338,676,0.4561,0.9123
2000s,150,-30,1249,561,1122,0.4492,0.8983
2000s,170,-30,1648,667,1334,0.4047,0.8095
2000s,190,-30,1602,622,1244,0.3883,0.7765
2000s,210,-30,554,251,502,0.4531,0.9061
2000s,230,-30,2477,955,2863,0.3855,1.1558
2000s,250,-30,412,150,450,0.3641,1.0922
2000s,-250,-10,1243,434,1302,0.3492,1.0475
2000s,-230,-10,13609,5501,16502,0.4042,1.2126
2000s,-210,-10,2339,1037,2163,0.4434,0.9248
2000s,-190,-10,5930,2352,4704,0.3966,0.7933
2000s,-170,-10,7395,2883,5766,0.3899,0.7797
2000s,-150,-10,6646,2600,5200,0.3912,0.7824
2000s,-130,-10,4550,1713,3426,0.3765,0.7530
2000s,-110,-10,3658,1310,2620,0.3581,0.7162
2000s,-90,-10,2664,963,1926,0.3615,0.7230
2000s,-70,-10,1889,624,1248,0.3303,0.6607
2000s,-50,-10,1245,342,684,0.2747,0.5494
2000s,-30,-10,1391,457,914,0.3285,0.6571
2000s,-10,-10,6503,4674,9348,0.7187,1.4375
2000s,10,-10,8972,6491,12982,0.7235,1.4469
2000s,30,-10,1643,601,1202,0.3658,0.7316
2000s,50,-10,1110,309,618,0.2784,0.5568
2000s,70,-10,1488,509,1018,0.3421,0.6841
2000s,90,-10,1862,660,1320,0.3545,0.7089
2000s,110,-10,2306,840,1680,0.3643,0.7285
2000s,130,-10,3206,1179,2358,0.3677,0.7355
2000s,150,-10,5178,1924,3848,0.3716,0.7431
2000s,170,-10,5869,2180,4360,0.3714,0.7429
2000s,190,-10,4728,1776,3552,0.3756,0.7513
2000s,210,-10,1917,825,1650,0.4304,0.8607
2000s,230,-10,11365,4530,13581,0.3986,1.1950
2000s,250,-10,1336,498,1494,0.3728,1.1183
2000s,-250,10,1405,436,1308,0.3103,0.9310
2000s,-230,10,16350,6359,19076,0.3889,1.1667
2000s,-210,10,2732,1132,2335,0.4143,0.8547
2000s,-190,10,7651,2994,5988,0.3913,0.7826
2000s,-170,10,11612,4623,9246,0.3981,0.7962
2000s,-150,10,11523,4519,9038,0.3922,0.7843
2000s,-130,10,8374,3244,6488,0.3874,0.7748
2000s,-110,10,7314,2685,5370,0.3671,0.7342
2000s,-90,10,7024,2723,5446,0.3877,0.7753
2000s,-70,10,7071,2726,5452,0.3855,0.7710
2000s,-50,10,6628,2216,4432,0.3343,0.6687
2000s,-30,10,10961,4607,9214,0.4203,0.8406
2000s,-10,10,29718,19481,38962,0.6555,1.3111
2000s,10,10,508219,308005,616040,0.6060,1.2122
2000s,30,10,13450,6036,12072,0.4488,0.8975
2000s,50,10,7312,2540,5080,0.3474,0.6947
2000s,70,10,7720,2933,5866,0.3799,0.7598
2000s,90,10,7090,2655,5310,0.3745,0.7489
2000s,110,10,6877,2445,4890,0.3555,0.7111
2000s,130,10,7470,2818,5636,0.3772,0.7545
2000s,150,10,10915,4289,8578,0.3929,0.7859
2000s,170,10,10436,4148,8296,0.3975,0.7949
2000s,190,10,6544,2663,5326,0.4069,0.8139
2000s,210,10,2689,1183,2369,0.4399,0.8810
2000s,230,10,15422,5983,17929,0.3880,1.1626
2000s,250,10,1537,568,1704,0.3696,1.1087
2000s,-250,30,628,203,609,0.3232,0.9697
2000s,-230,30,6789,2559,7676,0.3769,1.1307
2000s,-210,30,1179,479,984,0.4063,0.8346
2000s,-190,30,3652,1419,2838,0.3886,0.7771
2000s,-170,30,5943,2318,4636,0.3900,0.7801
2000s,-150,30,6477,2439,4878,0.3766,0.7531
2000s,-130,30,4665,1678,3356,0.3597,0.7194
2000s,-110,30,4571,1643,3286,0.3594,0.7189
2000s,-90,30,4980,1873,3746,0.3761,0.7522
2000s,-70,30,6767,2705,5410,0.3997,0.7995
2000s,-50,30,7849,2848,5696,0.3628,0.7257
2000s,-30,30,8786,3209,6418,0.3652,0.7305
2000s,-10,30,11130,4856,9712,0.4363,0.8726
2000s,10,30,13377,6029,12058,0.4507,0.9014
2000s,30,30,10011,3634,7268,0.3630,0.7260
2000s,50,30,8301,3133,6266,0.3774,0.7548
2000s,70,30,7649,3034,6068,0.3967,0.7933
2000s,90,30,5343,2041,4082,0.3820,0.7640
2000s,110,30,4207,1415,2830,0.3363,0.6727
2000s,130,30,4424,1578,3156,0.3567,0.7134
2000s,150,30,5994,2222,4444,0.3707,0.7414
2000s,170,30,5625,2118,4236,0.3765,0.7531
2000s,190,30,3357,1317,2634,0.3923,0.7846
2000s,210,30,1210,496,993,0.4099,0.8207
2000s,230,30,7027,2697,8088,0.3838,1.1510
2000s,250,30,752,267,801,0.3551,1.0652
2000s,-250,50,351,111,333,0.3162,0.9487
2000s,-230,50,4329,1616,4848,0.3733,1.1199
2000s,-210,50,946,410,838,0.4334,0.8858
2000s,-190,50,2712,1064,2128,0.3923,0.7847
2000s,-170,50,4799,1849,3698,0.3853,0.7706
2000s,-150,50,5825,2230,4460,0.3828,0.7657
2000s,-130,50,4419,1624,3248,0.3675,0.7350
2000s,-110,50,3990,1405,2810,0.3521,0.7043
2000s,-90,50,4012,1473,2946,0.3671,0.7343
2000s,-70,50,5527,2242,4484,0.4056,0.8113
2000s,-50,50,7266,2766,5532,0.3807,0.7614
2000s,-30,50,8575,3342,6684,0.3897,0.7795
2000s,-10,50,14854,6547,13094,0.4408,0.8815
2000s,10,50,18376,7977,15954,0.4341,0.8682
2000s,30,50,8945,3468,6936,0.3877,0.7754
2000s,50,50,6814,2489,4978,0.3653,0.7306
2000s,70,50,5260,2028,4056,0.3856,0.7711
2000s,90,50,3786,1426,2852,0.3767,0.7533
2000s,110,50,3547,1272,2544,0.3586,0.7172
2000s,130,50,3910,1439,2878,0.3680,0.7361
2000s,150,50,5395,2006,4012,0.3718,0.7437
2000s,170,50,4608,1788,3577,0.3880,0.7763
2000s,190,50,2475,1006,2012,0.4065,0.8129
2000s,210,50,804,327,655,0.4067,0.8147
2000s,230,50,4328,1652,4952,0.3817,1.1442
2000s,250,50,516,201,602,0.3895,1.1667
2000s,-250,70,204,65,195,0.3186,0.9559
2000s,-230,70,2823,1075,3225,0.3808,1.1424
2000s,-210,70,733,335,687,0.4570,0.9372
2000s,-190,70,2367,954,1908,0.4030,0.8061
2000s,-170,70,4242,1716,3432,0.4045,0.8091
2000s,-150,70,5484,2071,4142,0.3776,0.7553
2000s,-130,70,4006,1447,2894,0.3612,0.7224
2000s,-110,70,3145,1100,2200,0.3498,0.6995
2000s,-90,70,2643,986,1972,0.3731,0.7461
2000s,-70,70,3374,1296,2592,0.3841,0.7682
2000s,-50,70,4324,1605,3210,0.3712,0.7424
2000s,-30,70,4918,1928,3857,0.3920,0.7843
2000s,-10,70,10005,4129,8258,0.4127,0.8254
2000s,10,70,12465,5269,10538,0.4227,0.8454
2000s,30,70,5439,1977,3954,0.3635,0.7270
2000s,50,70,4105,1463,2926,0.3564,0.7128
2000s,70,70,3108,1230,2460,0.3958,0.7915
2000s,90,70,2390,910,1820,0.3808,0.7615
2000s,110,70,2730,1003,2006,0.3674,0.7348
2000s,130,70,3516,1249,2498,0.3552,0.7105
2000s,150,70,4921,1904,3808,0.3869,0.7738
2000s,170,70,3859,1511,3022,0.3916,0.7831
2000s,190,70,2006,814,1628,0.4058,0.8116
2000s,210,70,670,274,549,0.4090,0.8194
2000s,230,70,2699,1028,3083,0.3809,1.1423
2000s,250,70,298,99,297,0.3322,0.9966
2000s,-250,90,92,31,93,0.3370,1.0109
2000s,-230,90,2056,793,2379,0.3857,1.1571
2000s,-210,90,716,318,700,0.4441,0.9777
2000s,-190,90,2199,908,1816,0.4129,0.8258
2000s,-170,90,4109,1660,3320,0.4040,0.8080
2000s,-150,90,5853,2294,4588,0.3919,0.7839
2000s,-130,90,4459,1719,3438,0.3855,0.7710
2000s,-110,90,3108,1150,2300,0.3700,0.7400
2000s,-90,90,2211,891,1782,0.4030,0.8060
2000s,-70,90,2502,1034,2068,0.4133,0.8265
2000s,-50,90,2692,1032,2064,0.3834,0.7667
2000s,-30,90,2489,932,1864,0.3744,0.7489
2000s,-10,90,4946,1960,3920,0.3963,0.7926
2000s,10,90,6535,2594,5188,0.3969,0.7939
2000s,30,90,2949,1071,2142,0.3632,0.7263
2000s,50,90,2667,969,1938,0.3633,0.7267
2000s,70,90,2305,922,1844,0.4000,0.8000
2000s,90,90,1959,769,1538,0.3925,0.7851
2000s,110,90,2721,1027,2054,0.3774,0.7549
2000s,130,90,3910,1507,3014,0.3854,0.7708
2000s,150,90,5526,2166,4332,0.3920,0.7839
2000s,170,90,3720,1534,3068,0.4124,0.8247
2000s,190,90,1768,697,1394,0.3942,0.7885
2000s,210,90,567,233,484,0.4109,0.8536
2000s,230,90,2354,917,2750,0.3895,1.1682
2000s,250,90,139,49,147,0.3525,1.0576
2000s,-250,110,46,14,42,0.3043,0.9130
2000s,-230,110,2947,1095,3285,0.3716,1.1147
2000s,-210,110,2047,757,2218,0.3698,1.0835
2000s,-190,110,1657,659,1318,0.3977,0.7954
2000s,-170,110,3379,1390,2781,0.4114,0.8230
2000s,-150,110,5825,2354,4708,0.4041,0.8082
2000s,-130,110,5432,2164,4329,0.3984,0.7969
2000s,-110,110,3744,1435,2870,0.3833,0.7666
2000s,-90,110,2447,978,1956,0.3997,0.7993
2000s,-70,110,2377,963,1926,0.4051,0.8103
2000s,-50,110,2287,910,1820,0.3979,0.7958
2000s,-30,110,1594,596,1192,0.3739,0.7478
2000s,-10,110,3033,1310,2620,0.4319,0.8638
2000s,10,110,3787,1549,3099,0.4090,0.8183
2000s,30,110,1999,775,1550,0.3877,0.7754
2000s,50,110,2311,921,1842,0.3985,0.7971
2000s,70,110,2414,1022,2045,0.4234,0.8471
2000s,90,110,2156,861,1722,0.3994,0.7987
2000s,110,110,3467,1346,2692,0.3882,0.7765
2000s,130,110,5161,2011,4022,0.3897,0.7793
2000s,150,110,6006,2400,4800,0.3996,0.7992
2000s,170,110,3363,1337,2674,0.3976,0.7951
2000s,190,110,1377,592,1185,0.4299,0.8606
2000s,210,110,1951,731,2128,0.3747,1.0907
2000s,230,110,3183,1174,3522,0.3688,1.1065
2000s,250,110,54,20,60,0.3704,1.1111
2000s,-250,130,23,7,21,0.3043,0.9130
2000s,-230,130,1880,597,1791,0.3176,0.9527
2000s,-210,130,5788,2110,6328,0.3645,1.0933
2000s,-190,130,1131,470,1079,0.4156,0.9540
2000s,-170,130,2609,1090,2180,0.4178,0.8356
2000s,-150,130,5085,2026,4052,0.3984,0.7969
2000s,-130,130,6437,2623,5246,0.4075,0.8150
2000s,-110,130,6095,2517,5034,0.4130,0.8259
2000s,-90,130,4416,1822,3644,0.4126,0.8252
2000s,-70,130,3228,1463,2926,0.4532,0.9064
2000s,-50,130,1751,716,1432,0.4089,0.8178
2000s,-30,130,1380,570,1140,0.4130,0.8261
2000s,-10,130,2990,1324,2648,0.4428,0.8856
2000s,10,130,3764,1678,3356,0.4458,0.8916
2000s,30,130,1588,633,1266,0.3986,0.7972
2000s,50,130,1885,771,1542,0.4090,0.8180
2000s,70,130,3435,1451,2902,0.4224,0.8448
2000s,90,130,4416,1899,3798,0.4300,0.8601
2000s,110,130,5666,2274,4548,0.4013,0.8027
2000s,130,130,6781,2717,5434,0.4007,0.8014
2000s,150,130,5899,2355,4710,0.3992,0.7984
2000s,170,130,2693,1112,2224,0.4129,0.8258
2000s,190,130,938,391,886,0.4168,0.9446
2000s,210,130,5188,1827,5474,0.3522,1.0551
2000s,230,130,1585,572,1716,0.3609,1.0826
2000s,250,130,21,4,12,0.1905,0.5714
2000s,-250,150,5,1,3,0.2000,0.6000
2000s,-230,150,468,129,386,0.2756,0.8248
2000s,-210,150,5606,1942,5826,0.3464,1.0392
2000s,-190,150,5225,1979,5902,0.3788,1.1296
2000s,-170,150,1482,668,1353,0.4507,0.9130
2000s,-150,150,3847,1590,3180,0.4133,0.8266
2000s,-130,150,5782,2284,4568,0.3950,0.7900
2000s,-110,150,7055,2798,5596,0.3966,0.7932
2000s,-90,150,6372,2670,5340,0.4190,0.8380
2000s,-70,150,4139,1666,3332,0.4025,0.8050
2000s,-50,150,2399,986,1972,0.4110,0.8220
2000s,-30,150,2139,847,1694,0.3960,0.7920
2000s,-10,150,4331,1904,3808,0.4396,0.8792
2000s,10,150,5575,2347,4694,0.4210,0.8420
2000s,30,150,2373,933,1866,0.3932,0.7863
2000s,50,150,2313,973,1946,0.4207,0.8413
2000s,70,150,4080,1708,3416,0.4186,0.8373
2000s,90,150,6481,2697,5394,0.4161,0.8323
2000s,110,150,7612,3139,6278,0.4124,0.8248
2000s,130,150,6854,2747,5494,0.4008,0.8016
2000s,150,150,4473,1834,3668,0.4100,0.8200
2000s,170,150,1435,578,1167,0.4028,0.8132
2000s,190,150,4676,1800,5372,0.3849,1.1488
2000s,210,150,4684,1680,5040,0.3587,1.0760
2000s,230,150,410,130,390,0.3171,0.9512
2000s,250,150,5,1,3,0.2000,0.6000
2000s,-250,170,1,1,3,1.0000,3.0000
2000s,-230,170,95,28,84,0.2947,0.8842
2000s,-210,170,1916,631,1892,0.3293,0.9875
2000s,-190,170,9093,3223,9668,0.3544,1.0632
2000s,-170,170,5480,2106,6253,0.3843,1.1411
2000s,-150,170,1880,806,1644,0.4287,0.8745
2000s,-130,170,3818,1500,3000,0.3929,0.7858
2000s,-110,170,5266,2081,4162,0.3952,0.7904
2000s,-90,170,5524,2162,4324,0.3914,0.7828
2000s,-70,170,4709,1863,3726,0.3956,0.7913
2000s,-50,170,3328,1319,2638,0.3963,0.7927
2000s,-30,170,2614,1052,2104,0.4024,0.8049
2000s,-10,170,4421,1850,3700,0.4185,0.8369
2000s,10,170,5310,2172,4344,0.4090,0.8181
2000s,30,170,2945,1156,2312,0.3925,0.7851
2000s,50,170,3338,1351,2702,0.4047,0.8095
2000s,70,170,4740,1836,3672,0.3873,0.7747
